arcsin(-0.5) = -0.523177
arcsin(-0.4) = -0.410667
arcsin(-0.3) = -0.3045
arcsin(-0.2) = -0.201333
arcsin(-0.1) = -0.1
arcsin(-2.77556e-017) = -2.77556e-017
arcsin(0.1) = 0.1
arcsin(0.2) = 0.201333
arcsin(0.3) = 0.3045
arcsin(0.4) = 0.410667
arcsin(0.5) = 0.523177
